"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","Uczelnia"
"94",94,403718180,"2024-02-13 01:28:07","2024-02-13 01:36:21","00:08:14","00:08:14","Zarządzanie","","Stacjonarne","Pierwszy","Trzeci","","","To jest uczelnia pierwszego wyboru","","Nie","","Tak","3","podejście do studenta ze strony wykładowców","7","5","1","6","Trudno powiedzieć","Nie jest to dla mnie istotne",1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"","katolicki wymiar","słabe podejście do studenta","wydarzenia kulturowe","miejsce","parking","kierunek","4","6","5","7","5","4","4","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","7","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","5","1","4","4","3","5","Trudno powiedzieć","7","6","4","Trudno powiedzieć","7","Trudno powiedzieć","4","Trudno powiedzieć","Trudno powiedzieć","Mężczyzna","warszawa","Miasto 100 000-499 999 mieszkańców","mazowieckie","Pracuję na etat (pełny lub część)",1,1,1,0,0,0,0,"",0,"","PC",NA,NA,"https://e.kul.pl/","00:00:06","00:00:26","00:00:08","00:00:04","","","00:00:06","","00:00:04","","00:00:11","00:00:36","00:00:39","00:00:30","00:00:24","00:01:08","00:00:33","00:00:05","00:00:37","00:00:36","00:00:40","00:00:20","00:00:46","00:00:11","00:00:04","KUL"
"95",95,404761688,"2024-02-14 13:06:28","2024-02-14 13:12:30","00:06:02","00:06:02","Bezpieczeństwo narodowe","","Stacjonarne","Drugi","","Drugi","","To jest uczelnia pierwszego wyboru","","Nie","","Tak","7. Wysoka satysfakcja","","7","5","7","7","7","7",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","Wyjątkowa kadra dydaktyczna","","","Wyjątkowa kadra dydaktyczna","","","7","5","4","7","7","6","5","3","6","7","7","7","7","7","5","4","7","7","7","3","3","5","2","4","5","7","7","7","7","7","Kobieta","Łuków","Miasto do 19 999 mieszkańców","lubelskie","Nie pracuję",0,0,0,1,0,0,0,"",0,"","Mobile",NA,NA,"android-app://com.google.android.gm/","00:00:34","00:00:11","00:00:14","","00:00:02","","00:00:05","","00:00:04","","00:00:13","","00:00:31","00:00:25","00:00:14","00:00:20","00:00:12","00:00:10","00:00:42","00:00:38","00:00:35","00:00:18","00:00:27","00:00:05","00:00:02","KUL"
"96",96,405036185,"2024-02-15 12:41:41","2024-02-15 12:51:36","00:09:55","00:09:55","Filologia angielska","","Stacjonarne","Pierwszy","Trzeci","","","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Marii Curie-Skłodowskiej","Nie","","Tak","Nie wiem / trudno powiedzieć","Brak wykładów niezwiązanych z moim kierunkiem. Takich jak: logika, etyka, filozofia","5","7","6","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne","7",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"","-","-","-","Uczelnia blisko miejsca zamieszkania","Interesujący mnie kierunek","","Trudno powiedzieć","6","Trudno powiedzieć","6","7","6","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","7","7","Trudno powiedzieć","7","7","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","6","7","Trudno powiedzieć","Trudno powiedzieć","7","7","7","7","Trudno powiedzieć","Trudno powiedzieć","7","Trudno powiedzieć","Trudno powiedzieć","Kobieta","Krasne","Wieś","lubelskie","Wolę nie odpowiadać",0,0,0,0,0,1,0,"",0,"","Mobile",NA,NA,"http://m.facebook.com/","00:01:24","00:00:10","00:00:07","00:00:02","","","00:00:07","00:00:26","00:00:04","","00:00:20","00:00:49","00:00:44","00:00:44","00:00:20","00:00:16","00:00:48","00:00:16","00:00:51","00:00:38","00:00:39","00:00:19","00:00:28","00:00:20","00:00:03","KUL"
"97",97,405036548,"2024-02-15 12:43:57","2024-02-15 12:53:34","00:09:37","00:09:37","Filologia angielska","","Stacjonarne","Pierwszy","Trzeci","","","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Jagielloński","Tak","Uniwersytet Rzeszowski","Tak","7. Wysoka satysfakcja","","5","6","7","Nie jest to dla mnie istotne","6","6",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"","Otwartość","Tolerancja","Dobre przygotowanie","Duży wybór kierunków","","","7","3","2","7","7","Trudno powiedzieć","2","Trudno powiedzieć","Trudno powiedzieć","7","7","1","7","7","6","1","7","7","7","Trudno powiedzieć","3","4","1","4","4","5","5","7","6","Trudno powiedzieć","Kobieta","Rudnik nad Sanem","Miasto do 19 999 mieszkańców","podkarpackie","Nie pracuję",0,0,1,0,0,0,0,"",0,"","Mobile",NA,NA,"http://m.facebook.com/","00:00:07","00:00:23","00:00:06","00:00:03","","","00:00:12","00:00:25","00:00:05","00:00:13","00:00:16","","00:01:32","00:01:09","00:00:15","00:00:37","00:00:17","00:00:05","00:00:54","00:00:35","00:00:47","00:00:23","00:00:31","00:00:39","00:00:03","KUL"
"98",98,405037619,"2024-02-15 12:19:19","2024-02-15 12:59:29","00:40:10","00:40:10","Italianistyka","","Stacjonarne","Pierwszy","Drugi","","","To jest uczelnia pierwszego wyboru","","Tak","Uniwersytet im. Adama Mickiewicza w Poznaniu","Nie","5","Usunięcie przedmiotu ""Małżeństwo i rodzina w antropologii chrześcijańskiej""","5","6","5","Nie jest to dla mnie istotne","6","2",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,"","przedmioty stricte katolickie stanowiące połowę nauczanych przedmiotów na drugim stopniu","wprowadzanie opcji studiowania niestacjonarnego w trybie dziennym","","mieszkam w Lublinie","ciekawsze uczelnie do wyboru w programie erasmus","moja wychowawczyni z liceum wykłada na tej uczelni i prowadzi zajęcia na moim kierunku","2","6","7","5","2","5","7","7","5","1","4","1","2","5","6","7","7","5","2","2","1","6","7","2","4","7","7","7","7","7","Mężczyzna","Lublin","Miasto 100 000-499 999 mieszkańców","lubelskie","Wykonuję umowy zlecenia, umowy o dzieło",0,0,0,1,0,0,0,"",0,"najwspanialsza prodziekan ds. studenckich na świecie, profesor Jolanta Klimek-Grądzka, wspaniale się z nią pracuje","PC",NA,NA,"https://mail.google.com/","00:21:25","00:00:10","00:00:06","00:00:05","","","00:00:05","","00:00:03","00:00:14","00:00:10","00:00:32","00:00:33","00:00:36","00:00:28","00:11:19","00:01:00","00:00:06","00:00:37","00:00:38","00:00:37","00:00:16","00:00:20","00:00:05","00:00:45","KUL"
"99",99,405041015,"2024-02-15 13:06:08","2024-02-15 13:15:14","00:09:06","00:09:06","Edytorstwo","","Stacjonarne","Pierwszy","Pierwszy","","","To jest uczelnia pierwszego wyboru","","Nie","","Tak","7. Wysoka satysfakcja","","6","6","6","6","5","Trudno powiedzieć",1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,"","Otwartość","Kompetentność","Dostępność","Szeroką baza kierunków","Otwartość","Wartości","5","4","5","6","6","6","6","6","6","7","6","7","7","6","5","6","6","6","6","4","4","6","7","6","6","6","4","6","Trudno powiedzieć","7","Kobieta","Cicibór Duży","Wieś","lubelskie","Nie pracuję",1,0,0,0,0,0,0,"",0,"Duża otwartość wobec wszystkich studentów.","Mobile",NA,NA,"http://m.facebook.com/","00:00:27","00:00:13","00:00:05","00:00:05","","","00:00:06","","00:00:04","","00:00:13","","00:00:37","00:00:30","00:00:20","00:00:52","00:01:25","00:00:10","00:00:49","00:00:48","00:00:55","00:00:18","00:00:36","00:00:12","00:00:21","KUL"
"100",100,405051125,"2024-02-15 12:58:07","2024-02-15 14:03:49","01:05:42","01:05:42","Edytorstwo","","Stacjonarne","Pierwszy","Pierwszy","","","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Warszawski","Nie","","Tak","5","Zmiana rozkładów PKP, ponieważ za bardzo mojego domu nie ma za bardzo połączeń, a mam 500 km do Lublina","7","7","7","7","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne",1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,"","Katolicka","Tradycyjna","Patriotyczna","Katolicka","Tradycyjna","Otwarta","7","7","6","7","7","7","7","6","7","7","7","7","7","7","5","5","7","7","7","3","6","5","3","5","7","7","3","4","5","7","Kobieta","Bralin","Wieś","wielkopolskie","Nie pracuję",1,1,1,0,0,0,0,"",0,"Uczelnia jest bardzo otwarta na ludzi, na każdą religię. Dodatkowo wykładowcy są naprawdę sympatyczni i pomagają studentom.","Mobile",NA,NA,"","00:01:16","00:00:12","00:55:16","00:00:04","","","00:00:12","00:00:19","00:00:04","","00:00:25","00:01:06","00:00:33","00:00:28","00:00:17","00:00:34","00:00:31","00:00:14","00:00:37","00:00:32","00:00:38","00:00:18","00:00:39","00:00:10","00:01:17","KUL"
"101",101,405059687,"2024-02-15 14:40:55","2024-02-15 14:49:13","00:08:18","00:08:18","Humanistyka cyfrowa","","Stacjonarne","Drugi","","Pierwszy","","To jest uczelnia pierwszego wyboru","","Tak","Uniwersytet Marii Curie-Skłodowskiej","Nie","6","","3","6","6","Nie jest to dla mnie istotne","Trudno powiedzieć","Trudno powiedzieć",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Przyjazna atmosfera","Przyjazna atmosfera","Praktyczne zajęcia","Nie wiem","Kierunek studiów","","","4","5","4","5","Trudno powiedzieć","6","6","Trudno powiedzieć","2","6","7","5","Trudno powiedzieć","6","5","2","7","Trudno powiedzieć","6","2","6","Trudno powiedzieć","4","5","6","6","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Kobieta","Lublin","Miasto 100 000-499 999 mieszkańców","lubelskie","Nie pracuję",0,0,1,0,0,0,0,"",0,"","Mobile",NA,NA,"http://m.facebook.com/","00:00:23","00:00:12","00:00:05","","00:00:03","","00:00:03","","00:00:03","00:00:09","00:00:08","","00:00:43","00:00:30","00:00:50","00:00:35","00:00:30","00:00:21","00:00:43","00:01:01","00:00:44","00:00:19","00:00:34","00:00:17","00:00:05","KUL"
"102",102,405060458,"2024-02-15 14:42:45","2024-02-15 14:52:11","00:09:26","00:09:27","Humanistyka cyfrowa","","Stacjonarne","Drugi","","Pierwszy","","To jest uczelnia pierwszego wyboru","","Nie","","Tak","6","","5","6","3","5","5","4",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"","związany z Czarnkiem","","","dobra oferta","bliskość komunikacyjna","mniejsza skala niż przy umcsie","Trudno powiedzieć","4","6","5","5","5","5","3","6","Trudno powiedzieć","5","6","3","5","3","4","5","5","3","Trudno powiedzieć","2","6","5","5","4","6","3","5","5","6","Mężczyzna","Lubartów","Miasto 20 000-99 999 mieszkańców","lubelskie","Nie pracuję",1,1,1,0,0,0,0,"",0,"","PC",NA,NA,"https://l.messenger.com/","00:00:30","00:02:18","00:00:05","","00:00:03","","00:00:03","","00:00:03","","00:00:17","","00:00:44","00:00:22","00:00:13","00:00:22","00:00:43","00:00:06","00:00:44","00:00:47","00:00:56","00:00:17","00:00:36","00:00:14","00:00:04","KUL"
"103",103,405060662,"2024-02-15 14:42:35","2024-02-15 14:53:10","00:10:35","00:10:35","Muzykologia","","Stacjonarne","Drugi","","Pierwszy","","To jest uczelnia pierwszego wyboru","","Tak","Na Białorusi Koledż","Nie","6","","6","6","4","6","6","5",1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,"","-","-","-","-","-","-","5","6","6","5","6","6","6","5","3","6","6","6","6","6","3","5","6","4","6","4","6","6","6","6","6","6","5","6","6","6","Kobieta","Liblin","Miasto 100 000-499 999 mieszkańców","lubelskie","Nie pracuję",0,1,0,0,0,0,0,"",0,"-","Mobile",NA,NA,"","00:00:08","00:00:14","00:00:05","","00:00:30","","00:02:00","","00:00:04","00:00:15","00:00:21","","00:00:35","00:00:50","00:00:35","00:00:13","00:00:07","00:00:05","00:00:59","00:01:05","00:00:59","00:01:01","00:00:20","00:00:05","00:00:04","KUL"
"104",104,405065075,"2024-02-15 15:09:26","2024-02-15 15:14:08","00:04:42","00:04:42","Edytorstwo","","Stacjonarne","Pierwszy","Pierwszy","","","To jest uczelnia pierwszego wyboru","","Tak","Uniwersytet Marii Curie-Skłodowskiej w Lublinie","Tak","7. Wysoka satysfakcja","","2","7","7","7","7","Trudno powiedzieć",1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,"","Katolicki","Prestiżowy","Wyjątkowy","Polecenie","Prestiż","Blisko","Trudno powiedzieć","7","7","Trudno powiedzieć","Trudno powiedzieć","7","7","Trudno powiedzieć","Trudno powiedzieć","7","7","7","7","7","Trudno powiedzieć","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","Kobieta","Latoszyn","Wieś","podkarpackie","Pracuję na etat (pełny lub część)",0,1,0,0,0,0,0,"",0,"","Mobile",NA,NA,"http://m.facebook.com/","00:00:11","00:00:10","00:00:06","00:00:02","","","00:00:04","","00:00:04","00:00:08","00:00:14","","00:00:43","00:00:17","00:00:17","00:00:17","00:00:16","00:00:09","00:00:26","00:00:18","00:00:17","00:00:11","00:00:27","00:00:03","00:00:02","KUL"
"105",105,405100505,"2024-02-15 19:23:32","2024-02-15 19:35:19","00:11:47","00:11:47","Filologia germańska","","Stacjonarne","Drugi","","Pierwszy","","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Warszawski","Nie","","Tak","3","Nic, nienawidze studiowania i nic tego nie zmieni","6","4","6","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"","Katolicki","Niższy poziom wymagan","-","Tylko tam i na UMCS jest moj kierunek","Nie chcialam na umcs","-","4","Trudno powiedzieć","7","Trudno powiedzieć","Trudno powiedzieć","4","7","Trudno powiedzieć","2","Trudno powiedzieć","5","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","4","5","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","2","Trudno powiedzieć","7","Trudno powiedzieć","Trudno powiedzieć","7","Trudno powiedzieć","2","Trudno powiedzieć","Trudno powiedzieć","Kobieta","-","Miasto do 19 999 mieszkańców","lubelskie","Wykonuję umowy zlecenia, umowy o dzieło",0,0,0,0,0,1,0,"",0,"","Mobile",NA,NA,"http://m.facebook.com","00:00:55","00:00:19","00:00:09","","00:00:03","","00:00:08","00:00:21","00:00:05","","00:00:28","00:00:33","00:00:50","00:00:52","00:00:21","00:00:48","00:00:53","00:00:26","00:01:08","00:00:52","00:00:55","00:00:28","00:00:56","00:00:12","00:00:05","KUL"
"106",106,405100748,"2024-02-15 19:28:30","2024-02-15 19:37:54","00:09:24","00:09:24","Filologia germańska","","Stacjonarne","Drugi","","Pierwszy","","To jest uczelnia pierwszego wyboru","","Nie","","Tak","5","Zwiększyć wymagania i dofinansowywać lepiej wyjazdy zagraniczne","5","4","6","5","5","3",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,"","Życzliwość","Wyrozumiałość","Szacunek","Katolicka","","","5","4","4","3","5","3","5","4","5","6","6","6","4","4","3","3","7","3","4","4","5","6","5","6","4","5","2","4","5","3","Kobieta","Radom","Miasto 100 000-499 999 mieszkańców","mazowieckie","Wykonuję umowy zlecenia, umowy o dzieło",1,1,0,0,0,0,0,"",0,"","Mobile",NA,NA,"http://m.facebook.com","00:00:40","00:00:16","00:00:07","","00:00:03","","00:00:06","","00:00:04","","00:00:14","00:00:47","00:00:45","00:00:38","00:00:19","00:00:44","00:00:48","00:00:16","00:00:47","00:00:36","00:00:50","00:00:42","00:00:30","00:00:07","00:00:05","KUL"
"107",107,405102728,"2024-02-15 18:54:41","2024-02-15 19:56:32","01:01:51","01:01:51","Filologia germańska","","Stacjonarne","Drugi","","Pierwszy","","To jest uczelnia pierwszego wyboru","","Tak",".","Nie","6","","6","7","7","Nie jest to dla mnie istotne","5","Trudno powiedzieć",1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,"","Tolerancja","Otwartość",".","Cena","Bliskość domu","Wspolnota","5","4","6","6","4","Trudno powiedzieć","7","Trudno powiedzieć","Trudno powiedzieć","7","7","7","5","6","Trudno powiedzieć","6","Trudno powiedzieć","5","6","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","7","Trudno powiedzieć","Trudno powiedzieć","6","Trudno powiedzieć","7","7","7","Kobieta","","Wieś","lubelskie","Wolę nie odpowiadać",0,0,0,0,0,1,0,"",0,"","Mobile",NA,NA,"https://lm.facebook.com/","00:00:48","00:01:58","00:01:37","","00:00:10","","00:01:16","","00:00:59","00:00:05","00:03:19","","00:11:15","00:08:34","00:05:04","00:12:22","00:02:40","00:00:33","00:04:05","00:02:34","00:02:35","00:00:39","00:00:54","00:00:18","00:00:08","KUL"
"108",108,405117962,"2024-02-15 22:36:40","2024-02-15 22:50:39","00:13:59","00:13:59","Pedagogika","","Stacjonarne","Pierwszy","Drugi","","","To jest uczelnia pierwszego wyboru","","Nie","","Tak","5","Trochę więcej otwarcia się na różne możliwości, bardziej akceptujący prowadzący. Chociaż sam obecny stan już był zaskoczeniem pozytywnym pod względem akceptacji różnorodnością, wydawało mi się, że będzie znacznie gorzej, a jest nawet okej","7","6","6","Nie jest to dla mnie istotne","5","6",1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"","Katolicka","Podejście z szacunkiem do studenta, traktowanie studenta jak człowieka","Personalizm","W innym mieście ale nie tak daleko","Znajomi","Chrześcijańskie podejście do ludzi","5","4","6","5","Trudno powiedzieć","4","4","Trudno powiedzieć","5","5","6","7","5","4","Trudno powiedzieć","6","Trudno powiedzieć","Trudno powiedzieć","5","5","Trudno powiedzieć","6","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","5","Trudno powiedzieć","5","Wolę nie podawać","","Wieś","lubelskie","Nie pracuję",0,1,0,0,1,0,0,"",0,"","Mobile",NA,NA,"","00:00:13","00:00:14","00:00:04","00:00:05","","","00:00:04","","00:00:03","","00:00:12","00:01:12","00:03:29","00:00:29","00:00:20","00:01:06","00:00:31","00:00:16","00:00:46","00:00:37","00:00:35","00:00:17","00:00:20","00:00:12","00:02:54","KUL"
"109",109,405119000,"2024-02-15 22:38:47","2024-02-15 23:11:47","00:33:00","00:33:00","Historia","","Stacjonarne","Pierwszy","Pierwszy","","","To jest uczelnia pierwszego wyboru","","Nie","","Tak","7. Wysoka satysfakcja","","5","7","Trudno powiedzieć","6","6","Trudno powiedzieć",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"","Kościelny","","","Kadra na wysokim poziomie","Bliskość w stosunku do mojego miejsca zamieszkania","Możliwość poznania innych osób wyznania katolickiego","4","4","7","7","7","4","7","Trudno powiedzieć","2","7","7","7","Trudno powiedzieć","6","Trudno powiedzieć","4","Trudno powiedzieć","5","7","Trudno powiedzieć","6","6","6","6","Trudno powiedzieć","7","7","6","5","7","Mężczyzna","Świdnik","Miasto 20 000-99 999 mieszkańców","lubelskie","Nie pracuję",1,1,0,0,0,0,0,"",0,"Moim zdaniem, pomimo katolickiego charakteru uczelni, nie różni się ona zbytnio od innych uniwersytetów w Polsce. Jest ona otwarta na osoby o różnych wyznaniach i światopoglądzie co też sama podkreśla. Nie odczułem żeby przymuszało się na niej do przyjęcia katolickiego punktu widzenia jako jedynego słusznego, chociaż oczywiście często tematyka kościelna jest podejmowana","Mobile",NA,NA,"http://m.facebook.com/","00:00:58","00:00:25","00:00:05","00:00:06","","","00:00:09","","00:00:04","","00:00:50","","00:04:18","00:01:19","00:01:15","00:03:02","00:02:43","00:00:24","00:04:10","00:02:51","00:02:49","00:01:27","00:00:55","00:01:07","00:04:03","KUL"
"110",110,405121223,"2024-02-16 01:03:34","2024-02-16 01:12:45","00:09:11","00:09:11","Historia","","Stacjonarne","Pierwszy","Pierwszy","","","To jest uczelnia pierwszego wyboru","","Nie","","Tak","7. Wysoka satysfakcja","","5","7","7","7","7","Trudno powiedzieć",1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,"","Wspólnotowa","Otwarta","Duchowa","Przyjazny","Katolicki charakter","Wolność i otwartość","7","7","7","7","Trudno powiedzieć","Trudno powiedzieć","5","4","5","7","7","7","7","7","7","7","Trudno powiedzieć","7","7","Trudno powiedzieć","7","7","5","7","7","5","Trudno powiedzieć","7","7","7","Kobieta","Środa Wielkopolska","Miasto do 19 999 mieszkańców","wielkopolskie","Nie pracuję",1,1,1,0,0,0,0,"",0,"Jestem zadowolona z wyboru KUL.","Mobile",NA,NA,"http://m.facebook.com/","00:00:21","00:00:12","00:00:06","00:00:03","","","00:00:06","","00:00:04","","00:00:14","","00:00:39","00:00:41","00:00:26","00:00:46","00:01:16","00:00:22","00:00:59","00:00:42","00:00:40","00:00:22","00:00:41","00:00:08","00:00:23","KUL"
"111",111,405168341,"2024-02-16 09:37:35","2024-02-16 09:47:53","00:10:18","00:10:18","Muzykologia","","Stacjonarne","Drugi","","Pierwszy","","To jest uczelnia pierwszego wyboru","","Nie","","Nie","6","","5","5","7","Nie jest to dla mnie istotne","6","4",1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"","wspaniali ludzie","pomocna kadra","atmosfera wolności","kierunek, na który poszłam","miejsce zamieszkania","dobre opinie o kierunku","4","5","6","5","4","3","7","3","3","5","6","5","4","5","3","4","6","3","6","5","5","7","7","5","5","6","5","5","6","6","Kobieta","Lublin","Miasto 100 000-499 999 mieszkańców","lubelskie","Nie pracuję",0,1,1,0,1,0,0,"",0,"","Mobile",NA,NA,"http://m.facebook.com/","00:00:24","00:00:23","00:00:06","","00:00:04","","00:00:06","","00:00:05","","00:00:12","","00:00:57","00:00:54","00:00:26","00:01:02","00:00:50","00:00:11","00:01:13","00:01:00","00:00:37","00:00:30","00:00:41","00:00:33","00:00:04","KUL"
